Step,Wall Time,energy/usage
519660,1706307582.8338287,48.0
519983,1706307583.8361828,48.0
520193,1706307586.1693594,123.0
520540,1706307587.1722746,48.0
520887,1706307588.174649,48.0
521135,1706307589.1772523,48.0
521482,1706307590.1795382,48.0
521829,1706307591.180924,48.0
522073,1706307592.181838,48.0
522241,1706307594.131249,104.0
522592,1706307595.1326485,48.0
522943,1706307596.1352413,48.0
523195,1706307597.1369123,48.0
523545,1706307598.1378672,48.0
523896,1706307599.1378663,48.0
524148,1706307600.1403718,48.0
524289,1706307602.081856,106.0
524648,1706307603.0827243,56.0
525000,1706307604.3378582,70.0
525360,1706307605.3394701,56.0
525721,1706307606.3416297,56.0
526000,1706307607.396404,59.0
526337,1706307609.906089,169.0
526657,1706307610.9062467,48.0
526979,1706307611.9081168,48.0
527201,1706307612.9082978,48.0
527523,1706307613.908936,48.0
527846,1706307614.9112556,48.0
528068,1706307615.9122589,48.0
528385,1706307618.2287652,123.0
528732,1706307619.2297912,48.0
529000,1706307620.2972748,51.0
529349,1706307621.2997193,48.0
529697,1706307622.301106,48.0
530000,1706307623.4542334,55.0
530348,1706307624.4545991,48.0
530433,1706307626.0692456,88.0
530781,1706307627.071383,48.0
531029,1706307628.0719454,48.0
531377,1706307629.0728612,48.0
531725,1706307630.0738533,48.0
532000,1706307631.1503675,52.0
532347,1706307632.1505253,48.0
532481,1706307633.9525425,96.0
532829,1706307634.953233,48.0
533073,1706307635.9549377,48.0
533421,1706307636.9568074,48.0
533767,1706307637.9586766,48.0
534016,1706307638.9612107,48.0
534364,1706307639.9627342,48.0
534529,1706307641.8693528,102.0
534877,1706307642.87206,49.0
535125,1706307643.8730636,48.0
535474,1706307644.8747463,48.0
535823,1706307645.8769393,48.0
536073,1706307646.8793108,48.0
536421,1706307647.8807113,48.0
536577,1706307649.7542636,99.0
536925,1706307650.7546344,48.0
537173,1706307651.7557018,48.0
537520,1706307652.7562635,48.0
537869,1706307653.7582872,48.0
538119,1706307654.7608817,48.0
538467,1706307655.7612672,48.0
538625,1706307657.6777139,101.0
538945,1706307658.679262,48.0
539168,1706307659.681268,48.0
539491,1706307660.6842637,48.0
539814,1706307661.6856909,48.0
540038,1706307662.6870658,48.0
540361,1706307663.6898403,48.0
540673,1706307665.9106624,117.0
541000,1706307667.1345577,59.0
541349,1706307668.1347206,48.0
541700,1706307669.1369412,48.0
542000,1706307670.2778106,55.0
542351,1706307671.280308,48.0
542701,1706307672.2825837,48.0
542721,1706307673.896813,88.0
543000,1706307674.981352,52.0
543349,1706307675.9817088,48.0
543699,1706307676.9821703,48.0
544000,1706307678.126897,55.0
544349,1706307679.1287313,48.0
544699,1706307680.1298535,48.0
544769,1706307681.8543344,94.0
545016,1706307682.8545291,49.0
545365,1706307683.855455,48.0
545715,1706307684.855807,48.0
546000,1706307685.954931,53.0
546350,1706307686.956819,48.0
546699,1706307687.9587867,48.0
546817,1706307689.7744725,98.0
547064,1706307690.776152,48.0
547411,1706307691.7766936,48.0
547759,1706307692.778627,52.0
548008,1706307693.77996,53.0
548357,1706307694.781017,53.0
548706,1706307695.78293,53.0
548865,1706307697.8688056,118.0
549091,1706307698.8713222,52.0
549412,1706307699.8736215,52.0
549734,1706307700.8741808,52.0
550000,1706307701.9987273,59.0
550325,1706307703.0013714,53.0
550650,1706307704.0036922,52.0
550913,1706307706.275265,126.0
551139,1706307707.2775676,53.0
551463,1706307708.2777307,52.0
551787,1706307709.2788155,52.0
552014,1706307710.2798812,52.0
552338,1706307711.2804646,53.0
552660,1706307712.2809086,53.0
552961,1706307714.9476016,147.0
553187,1706307715.9493473,52.0
553513,1706307716.952302,53.0
553832,1706307717.9549017,53.0
554057,1706307718.955276,52.0
554380,1706307719.9555793,52.0
554705,1706307720.9583626,53.0
555000,1706307722.1781163,64.0
555009,1706307723.952877,101.0
555332,1706307724.9540126,52.0
555656,1706307725.9560568,52.0
555981,1706307726.958733,52.0
556207,1706307727.9614422,52.0
556532,1706307728.9638164,52.0
556857,1706307729.9656794,52.0
557057,1706307732.6335056,151.0
557381,1706307733.636371,52.0
557706,1706307734.638144,52.0
558000,1706307735.8471906,63.0
558324,1706307736.847486,52.0
558649,1706307737.8492281,52.0
558974,1706307738.8521817,52.0
559105,1706307741.2964354,139.0
559426,1706307742.2987626,54.0
559750,1706307743.2994666,52.0
560000,1706307744.3750522,56.0
560324,1706307745.3755686,52.0
560649,1706307746.3784006,52.0
560973,1706307747.3791556,52.0
561153,1706307750.0118062,150.0
561477,1706307751.0141494,52.0
561801,1706307752.0151558,52.0
562026,1706307753.0157979,52.0
562350,1706307754.0160003,52.0
562675,1706307755.0185518,52.0
562999,1706307756.020707,52.0
563201,1706307758.415265,139.0
563549,1706307759.4166932,59.0
563877,1706307760.4194999,55.0
564103,1706307761.4198263,52.0
564424,1706307762.4218407,52.0
564748,1706307763.4218864,52.0
565000,1706307764.5100684,57.0
565249,1706307767.0439687,145.0
565573,1706307768.0459943,52.0
565898,1706307769.0473633,52.0
566124,1706307770.047727,52.0
566449,1706307771.0501835,52.0
566773,1706307772.0502856,52.0
567000,1706307773.0536327,52.0
567297,1706307775.5445645,139.0
567648,1706307776.5462704,59.0
568000,1706307777.8717349,76.0
568324,1706307778.8721583,52.0
568648,1706307779.8723352,52.0
568972,1706307780.8727334,52.0
569199,1706307781.8747168,52.0
569345,1706307783.6886675,102.0
569664,1706307784.6911073,52.0
569986,1706307785.6913962,52.0
570211,1706307786.6925807,52.0
570535,1706307787.692921,52.0
570859,1706307788.6932778,52.0
571085,1706307789.694206,52.0
571393,1706307792.0433154,129.0
571716,1706307793.045987,52.0
572000,1706307794.2248683,61.0
572324,1706307795.22702,52.0
572650,1706307796.2300773,52.0
572975,1706307797.2311296,52.0
573201,1706307798.2326338,52.0
573441,1706307800.3061712,114.0
573765,1706307801.3081775,52.0
574000,1706307802.3369486,54.0
574324,1706307803.3372478,52.0
574648,1706307804.3373964,52.0
574972,1706307805.3404472,52.0
575198,1706307806.3410473,52.0
575489,1706307809.0178957,154.0
575813,1706307810.0202372,52.0
576040,1706307811.0231164,52.0
576365,1706307812.0255334,52.0
576690,1706307813.0270352,52.0
577000,1706307814.283049,65.0
577325,1706307815.2837062,52.0
577537,1706307817.4414423,121.0
577874,1706307818.4424806,57.0
578100,1706307819.4433153,52.0
578425,1706307820.4445033,52.0
578750,1706307821.4463227,52.0
579000,1706307822.5206702,56.0
579324,1706307823.521487,52.0
579585,1706307825.7873058,126.0
579929,1706307826.787324,52.0
580173,1706307827.7887788,52.0
580520,1706307828.7914,52.0
580867,1706307829.7938445,52.0
581115,1706307830.7964141,52.0
581461,1706307831.7968087,52.0
581633,1706307833.6426618,104.0
581981,1706307834.6432211,52.0
582230,1706307835.6441362,52.0
582579,1706307836.6464443,52.0
582928,1706307837.6472187,52.0
583177,1706307838.647338,52.0
583526,1706307839.6481586,52.0
583681,1706307841.570751,109.0
584000,1706307842.7888806,64.0
584351,1706307843.7893312,52.0
584703,1706307844.7917867,52.0
585000,1706307845.9210455,59.0
585351,1706307846.9214137,52.0
585700,1706307847.9225216,52.0
585729,1706307849.4706314,89.0
586000,1706307850.5294993,55.0
586352,1706307851.5315192,52.0
586701,1706307852.532877,53.0
587000,1706307853.6692488,60.0
587352,1706307854.672112,52.0
587703,1706307855.6738188,52.0
587777,1706307857.3769994,95.0
588028,1706307858.37877,52.0
588380,1706307859.3811326,52.0
588732,1706307860.3833463,52.0
589000,1706307861.4297066,55.0
589345,1706307862.4307325,53.0
589696,1706307863.431698,52.0
589825,1706307865.2410212,101.0
590075,1706307866.2412095,53.0
590426,1706307867.2422884,52.0
590775,1706307868.2434711,52.0
591026,1706307869.2441933,52.0
591378,1706307870.2458231,52.0
591730,1706307871.2486825,52.0
591873,1706307873.0125437,100.0
592127,1706307874.0140297,53.0
592482,1706307875.0165806,52.0
592837,1706307876.0190318,52.0
593093,1706307877.0213408,52.0
593448,1706307878.023597,52.0
593803,1706307879.0263836,53.0
593921,1706307880.9311671,108.0
594172,1706307881.931838,52.0
594523,1706307882.9320529,52.0
594875,1706307883.934141,52.0
595128,1706307884.9344244,52.0
595481,1706307885.936437,52.0
595834,1706307886.9367695,52.0
595969,1706307888.9048934,112.0
596218,1706307889.9050093,52.0
596568,1706307890.9056528,52.0
596920,1706307891.9070342,52.0
597170,1706307892.9092064,53.0
597520,1706307893.9101987,52.0
597872,1706307894.9122422,52.0
598017,1706307897.1109257,124.0
598360,1706307898.1116512,48.0
598706,1706307899.11354,48.0
599000,1706307900.2494218,55.0
599348,1706307901.250411,48.0
599690,1706307902.2521718,48.0
600000,1706307903.4272711,57.0
600065,1706307905.191009,96.0
600412,1706307906.1923473,48.0
600760,1706307907.1945033,48.0
601008,1706307908.1950638,48.0
601357,1706307909.19564,48.0
601705,1706307910.1960478,48.0
602000,1706307911.3289907,54.0
602113,1706307913.0768073,94.0
602459,1706307914.0792944,48.0
602806,1706307915.0793433,48.0
603053,1706307916.0795836,48.0
603400,1706307917.0801618,48.0
603747,1706307918.0808055,48.0
604000,1706307919.1017518,49.0
604161,1706307921.147744,111.0
604507,1706307922.1505494,48.0
604854,1706307923.1509802,48.0
605101,1706307924.152316,48.0
605448,1706307925.1550295,48.0
605795,1706307926.155846,48.0
606043,1706307927.1580482,48.0
606209,1706307929.2150128,110.0
606555,1706307930.2155912,48.0
606902,1706307931.2183003,48.0
607142,1706307932.2202685,48.0
607490,1706307933.2228634,48.0
607837,1706307934.2237818,48.0
608085,1706307935.224448,48.0
608257,1706307937.30218,111.0
608603,1706307938.3038096,48.0
608948,1706307939.3054183,48.0
609194,1706307940.307887,48.0
609542,1706307941.3099234,48.0
609887,1706307942.3120112,48.0
610132,1706307943.3142662,48.0
610305,1706307945.3801715,113.0
610651,1706307946.381,52.0
611000,1706307947.670287,68.0
611349,1706307948.6706398,52.0
611699,1706307949.6733446,52.0
612000,1706307950.8184028,60.0
612349,1706307951.8209546,52.0
612353,1706307953.4139671,90.0
612700,1706307954.4144995,52.0
613000,1706307955.5658202,60.0
613350,1706307956.5686808,52.0
613700,1706307957.5707726,52.0
614000,1706307958.7227855,60.0
614349,1706307959.7235165,52.0
614401,1706307961.4156134,99.0
614723,1706307962.4173172,48.0
615000,1706307963.5896344,56.0
615325,1706307964.5921397,48.0
615649,1706307965.5936623,48.0
615973,1706307966.595629,48.0
616199,1706307967.598069,48.0
616449,1706307969.8715703,123.0
616782,1706307970.8723252,56.0
617015,1706307971.8738594,56.0
617349,1706307972.8753078,56.0
617687,1706307973.8781466,56.0
618000,1706307975.091684,67.0
618338,1706307976.091966,56.0
618497,1706307977.9274993,106.0
618848,1706307978.9290123,61.0
619084,1706307979.9306355,58.0
619417,1706307980.931996,56.0
619749,1706307981.9327662,56.0
620000,1706307982.9828012,59.0
620322,1706307983.985415,53.0
620545,1706307986.2249136,125.0
620891,1706307987.2270422,53.0
621138,1706307988.2279406,53.0
621483,1706307989.2285588,52.0
621828,1706307990.2287126,52.0
622073,1706307991.230974,-262090.0
622417,1706307992.232021,53.0
622593,1706307994.1985857,110.0
622948,1706307995.2008786,56.0
623204,1706307996.2032635,56.0
623560,1706307997.203913,56.0
623915,1706307998.2051327,56.0
624161,1706307999.2065477,52.0
624506,1706308000.207845,52.0
624641,1706308002.0470688,103.0
624985,1706308003.0469866,52.0
625231,1706308004.0488744,52.0
625579,1706308005.051377,52.0
625926,1706308006.0519667,52.0
626173,1706308007.0538955,53.0
626520,1706308008.055667,52.0
626689,1706308010.011602,110.0
627000,1706308011.1709957,65.0
627354,1706308012.1712356,56.0
627710,1706308013.1733172,56.0
628000,1706308014.268725,61.0
628356,1706308015.2694488,56.0
628712,1706308016.2717323,56.0
628737,1706308017.782669,89.0
629000,1706308018.8051505,57.0
629346,1706308019.807466,53.0
629693,1706308020.810078,52.0
630000,1706308021.9851425,61.0
630347,1706308022.9853544,52.0
630695,1706308023.9876652,52.0
630785,1706308025.7170749,98.0
631045,1706308026.718598,56.0
631406,1706308027.7200139,56.0
631767,1706308028.7204683,56.0
632029,1706308029.7228637,56.0
632391,1706308030.7246315,56.0
632751,1706308031.7248616,56.0
632833,1706308033.37696,96.0
633093,1706308034.3769715,56.0
633454,1706308035.3777773,56.0
633815,1706308036.3785274,55.0
634077,1706308037.3794456,56.0
634439,1706308038.3809674,55.0
634800,1706308039.3820512,55.0
634881,1706308041.0290024,98.0
635141,1706308042.031474,56.0
635502,1706308043.0331001,56.0
635863,1706308044.0353172,56.0
636113,1706308045.0380623,54.0
636461,1706308046.0408697,52.0
636809,1706308047.0428288,52.0
636929,1706308048.8235705,99.0
637176,1706308049.8257005,52.0
637523,1706308050.8259468,52.0
637871,1706308051.8284554,52.0
638119,1706308052.8295107,52.0
638467,1706308053.8311412,52.0
638815,1706308054.8325973,52.0
638977,1706308056.783987,110.0
639207,1706308057.7866874,56.0
639540,1706308058.7874634,56.0
639873,1706308059.787555,56.0
640108,1706308060.7884085,56.0
640442,1706308061.790514,56.0
640774,1706308062.792198,56.0
641008,1706308063.7927938,56.0
641025,1706308065.1772277,81.0
641359,1706308066.1790736,58.0
641698,1706308067.1816497,56.0
642000,1706308068.419537,66.0
642325,1706308069.420955,52.0
642650,1706308070.4221423,52.0
642975,1706308071.4233487,52.0
643073,1706308073.4306974,116.0
643420,1706308074.4329197,53.0
643768,1706308075.434991,53.0
644013,1706308076.436345,53.0
644360,1706308077.4371495,53.0
644708,1706308078.4394877,53.0
645000,1706308079.568331,59.0
645121,1706308081.1989985,93.0
645452,1706308082.200937,57.0
645777,1706308083.2021523,53.0
646004,1706308084.2041485,53.0
646330,1706308085.2072449,53.0
646654,1706308086.2075865,52.0
646979,1706308087.2080326,53.0
647169,1706308089.437877,127.0
647493,1706308090.4380586,52.0
647818,1706308091.4396374,52.0
648042,1706308092.4418952,53.0
648365,1706308093.4430678,52.0
648689,1706308094.4461014,53.0
649000,1706308095.7094176,66.0
649217,1706308097.8131013,119.0
649571,1706308098.8149862,52.0
649925,1706308099.8161848,52.0
650180,1706308100.8162518,52.0
650535,1706308101.8170466,52.0
650889,1706308102.8194673,53.0
651144,1706308103.8208196,53.0
651265,1706308105.732642,104.0
651613,1706308106.7335093,52.0
651962,1706308107.7339423,52.0
652212,1706308108.7347345,53.0
652561,1706308109.7347693,53.0
652911,1706308110.7373586,53.0
653161,1706308111.7399616,53.0
653313,1706308113.7112703,109.0
653661,1706308114.7119126,52.0
654000,1706308115.976538,67.0
654348,1706308116.9786608,53.0
654696,1706308117.9787686,52.0
655000,1706308119.1358154,61.0
655349,1706308120.136915,53.0
655361,1706308121.6882448,90.0
655714,1706308122.68926,56.0
656000,1706308123.7506232,59.0
656366,1706308124.75287,56.0
656731,1706308125.7534163,56.0
657000,1706308126.7624564,56.0
657365,1706308127.7632601,56.0
657409,1706308129.4022784,96.0
657773,1706308130.4040732,56.0
658038,1706308131.4060085,56.0
658393,1706308132.4078925,56.0
658758,1706308133.4079068,56.0
659019,1706308134.4079676,56.0
659384,1706308135.4081488,56.0
659457,1706308137.0664377,99.0
659819,1706308138.0669398,56.0
660081,1706308139.0689216,56.0
660443,1706308140.0708382,56.0
660790,1706308141.0716674,52.0
661030,1706308142.0745032,53.0
661379,1706308143.0762901,52.0
661505,1706308144.9047723,102.0
661866,1706308145.904762,56.0
662130,1706308146.9067638,56.0
662494,1706308147.9094026,56.0
662858,1706308148.9107091,56.0
663110,1706308149.9109702,50.0
663449,1706308150.9129376,41.0
663553,1706308152.808168,97.0
663899,1706308153.8085625,48.0
664145,1706308154.8105319,48.0
664493,1706308155.812787,48.0
664841,1706308156.814075,48.0
665089,1706308157.8145847,48.0
665437,1706308158.81537,48.0
665601,1706308160.864026,108.0
665962,1706308161.8642638,56.0
666223,1706308162.866887,56.0
666587,1706308163.8695662,56.0
666950,1706308164.8709967,56.0
667215,1706308165.873554,56.0
667579,1706308166.8743203,56.0
667649,1706308168.4363155,97.0
667994,1706308169.4392009,61.0
668239,1706308170.4412775,61.0
668575,1706308171.4436052,59.0
668898,1706308172.446302,53.0
669120,1706308173.447926,52.0
669442,1706308174.4483979,52.0
669697,1706308176.7621567,131.0
670000,1706308177.8595278,61.0
670346,1706308178.8613076,43.0
670689,1706308179.8623674,41.0
671000,1706308181.0571718,49.0
671344,1706308182.0581458,41.0
671688,1706308183.0588777,41.0
671745,1706308184.8044972,93.0
672000,1706308185.8120403,53.0
672351,1706308186.8129137,52.0
672705,1706308187.8135674,52.0
673000,1706308188.9301262,58.0
673354,1706308189.9303427,52.0
673708,1706308190.9308796,52.0
673793,1706308192.7476554,103.0
674056,1706308193.7480168,56.0
674419,1706308194.7488482,56.0
674783,1706308195.751574,56.0
675047,1706308196.7520916,56.0
675411,1706308197.7539454,56.0
675775,1706308198.7557886,56.0
675841,1706308200.5627966,107.0
676048,1706308201.5643241,57.0
676380,1706308202.5668435,56.0
676719,1706308203.5694718,56.0
677000,1706308204.6919985,63.0
677339,1706308205.693486,56.0
677677,1706308206.6963606,56.0
677889,1706308208.6888773,117.0
678122,1706308209.6889338,57.0
678461,1706308210.6913576,56.0
678795,1706308211.6943283,55.0
679017,1706308212.6957881,53.0
679340,1706308213.6965663,52.0
679664,1706308214.6969793,52.0
679937,1706308217.146399,137.0
680174,1706308218.1492858,56.0
680512,1706308219.151682,56.0
680849,1706308220.1527758,56.0
681089,1706308221.1540697,56.0
681425,1706308222.1544042,56.0
681763,1706308223.1572325,56.0
681985,1706308225.246566,124.0
682250,1706308226.2489314,56.0
682615,1706308227.2491007,56.0
682980,1706308228.2502537,56.0
683245,1706308229.2505515,56.0
683610,1706308230.2522771,56.0
683976,1706308231.253779,56.0
684033,1706308233.328538,120.0
684384,1706308234.3311408,48.0
684726,1706308235.3321362,41.0
685000,1706308236.4282537,44.0
685341,1706308237.4284713,41.0
685682,1706308238.4288995,41.0
686000,1706308239.654786,50.0
686081,1706308241.475056,92.0
686430,1706308242.477103,48.0
686782,1706308243.4783869,48.0
687033,1706308244.4792197,48.0
687386,1706308245.480322,48.0
687740,1706308246.4831514,48.0
688000,1706308247.5012052,49.0
688129,1706308249.4055557,104.0
688474,1706308250.4057364,48.0
688820,1706308251.4059775,48.0
689066,1706308252.4069455,48.0
689411,1706308253.4081557,48.0
689756,1706308254.4093025,48.0
690000,1706308255.4114192,48.0
690177,1706308257.5103855,112.0
690523,1706308258.5127518,48.0
690869,1706308259.5151613,48.0
691115,1706308260.515367,48.0
691462,1706308261.5169938,48.0
691808,1706308262.5188997,48.0
692056,1706308263.5213408,48.0
692225,1706308265.597643,111.0
692573,1706308266.600207,53.0
692921,1706308267.6021197,53.0
693169,1706308268.6037881,53.0
693517,1706308269.605521,53.0
693865,1706308270.606343,53.0
694114,1706308271.6087208,53.0
694273,1706308273.6597216,116.0
694635,1706308274.6610837,56.0
694998,1706308275.6631145,56.0
695251,1706308276.6658382,52.0
695600,1706308277.6674712,48.0
695949,1706308278.6686294,48.0
696195,1706308279.6708486,48.0
696321,1706308281.6314244,105.0
696668,1706308282.632379,53.0
697000,1706308283.8715866,65.0
697349,1706308284.8722763,53.0
697697,1706308285.8746278,53.0
698000,1706308287.039327,59.0
698347,1706308288.0401103,48.0
698369,1706308289.500443,80.0
698726,1706308290.501952,56.0
699000,1706308291.5468464,58.0
699357,1706308292.5479312,56.0
699715,1706308293.550309,56.0
700000,1706308294.6268413,60.0
700358,1706308295.628813,56.0
700417,1706308297.2680552,96.0
700764,1706308298.26908,53.0
701011,1706308299.2710338,53.0
701357,1706308300.2733183,53.0
701705,1706308301.273961,52.0
702000,1706308302.413838,60.0
702349,1706308303.4145577,52.0
702465,1706308305.3390114,110.0
702827,1706308306.3406725,56.0
703085,1706308307.3417034,56.0
703443,1706308308.3434021,56.0
703801,1706308309.345271,56.0
704049,1706308310.3482394,49.0
704388,1706308311.3484058,41.0
704513,1706308313.3118014,102.0
704862,1706308314.314528,52.0
705112,1706308315.3173258,52.0
705461,1706308316.3196862,52.0
705810,1706308317.3224883,52.0
706060,1706308318.3253393,52.0
706409,1706308319.3276935,52.0
706561,1706308321.3602645,113.0
706907,1706308322.3606296,53.0
707155,1706308323.362578,53.0
707503,1706308324.3645577,53.0
707851,1706308325.364668,53.0
708098,1706308326.365762,53.0
708444,1706308327.3667831,53.0
708609,1706308329.4380188,115.0
708957,1706308330.4408154,53.0
709205,1706308331.4412162,53.0
709553,1706308332.441875,53.0
709902,1706308333.4434466,53.0
710152,1706308334.4458792,53.0
710501,1706308335.4471104,53.0
710657,1706308337.4819195,111.0
711000,1706308338.755597,67.0
711349,1706308339.757383,52.0
711698,1706308340.760083,52.0
712000,1706308341.913759,60.0
712348,1706308342.915048,52.0
712697,1706308343.9174635,52.0
712705,1706308345.3912404,84.0
713000,1706308346.5282962,59.0
713349,1706308347.5309255,52.0
713696,1706308348.5327923,52.0
714000,1706308349.6988473,61.0
714348,1706308350.6996174,52.0
714697,1706308351.7018695,52.0
714753,1706308353.4590564,101.0
715001,1706308354.461879,52.0
715350,1706308355.4638438,52.0
715698,1706308356.4655147,52.0
716000,1706308357.62049,60.0
716348,1706308358.6211967,52.0
716696,1706308359.6218793,52.0
716801,1706308361.3780441,98.0
717048,1706308362.37921,52.0
717396,1706308363.3797858,52.0
717744,1706308364.3804142,52.0
718000,1706308365.4027102,53.0
718348,1706308366.40311,52.0
718697,1706308367.4047842,52.0
718849,1706308369.441375,116.0
719111,1706308370.4420452,55.0
719474,1706308371.444035,55.0
719824,1706308372.4446137,54.0
720072,1706308373.446791,52.0
720420,1706308374.448632,52.0
720768,1706308375.4491723,52.0
720897,1706308377.4196377,110.0
721160,1706308378.4219518,55.0
721523,1706308379.423902,55.0
721885,1706308380.4264607,55.0
722149,1706308381.4285362,55.0
722510,1706308382.4292605,56.0
722872,1706308383.4293604,56.0
722945,1706308385.2299125,106.0
723206,1706308386.230702,55.0
723569,1706308387.2317767,55.0
723931,1706308388.2340908,55.0
724194,1706308389.2350843,55.0
724556,1706308390.2366326,55.0
724919,1706308391.2384663,55.0
724993,1706308393.044818,107.0
725254,1706308394.0449302,55.0
725616,1706308395.045679,55.0
725975,1706308396.048667,55.0
726222,1706308397.0511043,52.0
726570,1706308398.0525148,52.0
726918,1706308399.0531423,52.0
727041,1706308401.2984905,125.0
727388,1706308402.2995296,52.0
727737,1706308403.3014917,52.0
728000,1706308404.344275,55.0
728348,1706308405.3455825,52.0
728696,1706308406.3463564,52.0
729000,1706308407.5072498,61.0
729089,1706308409.3665013,106.0
729437,1706308410.3673785,52.0
729786,1706308411.3693154,52.0
730035,1706308412.371845,52.0
730384,1706308413.3735986,52.0
730733,1706308414.3743498,52.0
731000,1706308415.4254465,55.0
731137,1706308417.426055,113.0
731499,1706308418.4277403,55.0
731861,1706308419.428349,55.0
732112,1706308420.4290314,54.0
732460,1706308421.429816,52.0
732808,1706308422.4311874,52.0
733056,1706308423.4314394,52.0
733185,1706308425.4064612,112.0
733532,1706308426.408377,52.0
733880,1706308427.4092302,52.0
734128,1706308428.409586,52.0
734477,1706308429.411661,52.0
734826,1706308430.4140935,52.0
735076,1706308431.4166937,52.0
735233,1706308433.474534,115.0
735595,1706308434.476953,55.0
735957,1706308435.4769711,55.0
736220,1706308436.4777994,55.0
736582,1706308437.4779708,55.0
736945,1706308438.4796734,55.0
737208,1706308439.4822178,55.0
737281,1706308441.291121,105.0
737641,1706308442.2913063,55.0
738000,1706308443.5591545,70.0
738351,1706308444.5619009,53.0
738699,1706308445.5624824,52.0
739000,1706308446.713319,59.0
739329,1706308449.2501996,138.0
739677,1706308450.252222,52.0
740000,1706308451.4649427,63.0
740349,1706308452.467525,53.0
740698,1706308453.4685922,52.0
741000,1706308454.619967,60.0
741349,1706308455.6210487,52.0
741377,1706308457.2985015,95.0
741735,1706308458.3006272,55.0
742000,1706308459.3198857,56.0
742358,1706308460.321432,55.0
742716,1706308461.3224807,56.0
743000,1706308462.3970501,60.0
743359,1706308463.3992069,55.0
743425,1706308465.050784,95.0
743773,1706308466.0518856,61.0
744011,1706308467.052354,58.0
744340,1706308468.0563462,52.0
744654,1706308469.0594485,41.0
744971,1706308470.0595562,41.0
745189,1706308471.0618405,41.0
745473,1706308473.2519574,111.0
745820,1706308474.2524312,52.0
746067,1706308475.2525256,52.0
746410,1706308476.2544494,52.0
746757,1706308477.2550173,52.0
747004,1706308478.255342,52.0
747351,1706308479.2554414,52.0
747521,1706308481.2266877,112.0
747870,1706308482.2274806,56.0
748126,1706308483.2283735,56.0
748487,1706308484.2296343,55.0
748849,1706308485.231849,56.0
749104,1706308486.233126,55.0
749466,1706308487.235724,55.0
749569,1706308488.9604359,100.0
749914,1706308489.9606943,52.0
750157,1706308490.963393,52.0
750504,1706308491.9637218,52.0
750848,1706308492.964528,53.0
751095,1706308493.9665987,52.0
751442,1706308494.9670894,52.0
751617,1706308496.9111395,107.0
751964,1706308497.9124408,52.0
752212,1706308498.913586,52.0
752560,1706308499.9145744,52.0
752907,1706308500.9169114,52.0
753156,1706308501.9194443,52.0
753502,1706308502.9197268,52.0
753665,1706308504.81896,106.0
754000,1706308506.07579,66.0
754348,1706308507.0764287,52.0
754696,1706308508.0775676,52.0
755000,1706308509.2394378,61.0
755348,1706308510.2397494,52.0
755695,1706308511.2424588,52.0
755713,1706308512.7857754,90.0
756000,1706308513.8749926,61.0
756356,1706308514.8754234,56.0
756706,1706308515.8770783,55.0
757000,1706308517.0154097,60.0
757347,1706308518.0173035,53.0
757693,1706308519.0202532,53.0
757761,1706308520.7265542,98.0
758002,1706308521.7282615,48.0
758347,1706308522.7292032,48.0
758693,1706308523.731231,48.0
759000,1706308524.9074423,57.0
759346,1706308525.9080944,48.0
759692,1706308526.9092405,48.0
759809,1706308528.857269,104.0
760057,1706308529.8600562,52.0
760405,1706308530.8616858,52.0
760753,1706308531.864147,52.0
761000,1706308532.864472,52.0
761347,1706308533.864998,52.0
761694,1706308534.8667722,52.0
761857,1706308536.644691,98.0
762119,1706308537.6448934,56.0
762482,1706308538.646611,56.0
762845,1706308539.6479921,56.0
763108,1706308540.6483562,56.0
763472,1706308541.6498497,56.0
763831,1706308542.651347,55.0
763905,1706308544.4718294,104.0
764155,1706308545.472478,52.0
764509,1706308546.4745095,52.0
764860,1706308547.4753885,52.0
765112,1706308548.475208,52.0
765465,1706308549.4761887,52.0
765818,1706308550.4767854,52.0
765953,1706308552.4753377,112.0
766204,1706308553.4751968,52.0
766558,1706308554.4778528,52.0
766911,1706308555.4778438,52.0
767165,1706308556.4793825,52.0
767519,1706308557.481539,52.0
767873,1706308558.4822671,52.0
768001,1706308560.7346852,127.0
768354,1706308561.7367818,53.0
768707,1706308562.7374482,52.0
769000,1706308563.8512402,58.0
769354,1706308564.8533604,52.0
769707,1706308565.8537872,52.0
770000,1706308566.966291,58.0
770049,1706308568.703501,101.0
770416,1706308569.7047174,55.0
770784,1706308570.7070265,55.0
771051,1706308571.7071626,55.0
771418,1706308572.7084424,55.0
771786,1706308573.708705,55.0
772055,1706308574.7088332,55.0
772097,1706308576.416261,102.0
772433,1706308577.4169033,58.0
772773,1706308578.4197543,55.0
773013,1706308579.4203546,55.0
773351,1706308580.42054,55.0
773689,1706308581.4213443,55.0
774000,1706308582.6520007,67.0
774145,1706308584.875769,127.0
774481,1706308585.8786612,55.0
774804,1706308586.8790376,52.0
775029,1706308587.8789487,52.0
775353,1706308588.8812277,52.0
775679,1706308589.88428,52.0
776000,1706308591.1812468,68.0
776193,1706308593.2553837,118.0
776538,1706308594.2561939,53.0
776884,1706308595.2564878,53.0
777130,1706308596.2586675,53.0
777475,1706308597.2617843,53.0
777819,1706308598.2636693,53.0
778062,1706308599.2642915,53.0
778241,1706308601.1659446,106.0
778562,1706308602.1660635,52.0
778887,1706308603.1672323,52.0
