Throughput,Parallelism,Concurrency,LossRate,Score,rtt,energy,Time
0.00328,2,16,0.0,-0.0,33.4,41.747025,2023-09-27 20:36:26.844198
0.001312,2,16,0.0,-0.0,33.4,32.360879,2023-09-27 20:36:27.844548
0.00232,4,1,0.0,-0.0,33.4,32.001139,2023-09-27 20:36:28.845755
0.021312,4,1,0.0,-0.0,33.4,31.938089,2023-09-27 20:36:29.847480
0.060352,4,1,0.0,-0.0,33.4,31.99766,2023-09-27 20:36:30.847842
0.049216,4,1,0.0,-0.0,33.4,31.962687,2023-09-27 20:36:31.849434
0.005056,4,1,0.0,-0.0,33.4,31.849406,2023-09-27 20:36:32.850943
0.001792,4,1,0.0,-0.0,33.4,31.711832,2023-09-27 20:36:33.851375
0.00232,4,1,0.0,-0.0,33.4,31.867411,2023-09-27 20:36:34.854241
143.945584,4,1,0.0,-133.0,33.5,32.720864,2023-09-27 20:36:35.855471
1553.83776,4,1,0.0,-1436.0,33.4,33.642919,2023-09-27 20:36:36.856149
1546.274176,4,1,0.0,-1429.0,33.5,33.789159,2023-09-27 20:36:37.857706
1590.690576,4,1,0.0,-1470.0,33.7,34.069493,2023-09-27 20:36:38.858522
1625.785968,4,1,0.0,-1502.0,33.4,33.429663,2023-09-27 20:36:39.858799
1567.413008,4,1,0.0,-1448.0,33.4,51.929921,2023-09-27 20:36:40.860797
441.441296,4,1,0.0,-408.0,33.3,34.075962,2023-09-27 20:36:41.860406
1521.34936,4,1,0.0,-1405.0,33.5,36.358001,2023-09-27 20:36:42.863450
1570.98488,4,1,0.0,-1451.0,33.5,33.659948,2023-09-27 20:36:43.864546
1639.093664,4,1,0.0,-1514.0,33.4,33.186804,2023-09-27 20:36:44.865925
1643.526816,4,1,0.0,-1518.0,33.4,32.736001,2023-09-27 20:36:45.866164
1446.87392,4,1,0.0,-1337.0,33.4,51.789174,2023-09-27 20:36:46.867729
562.273904,4,1,0.0,-519.0,33.4,34.290134,2023-09-27 20:36:47.868544
1567.986176,4,1,0.0,-1449.0,33.4,41.933914,2023-09-27 20:36:48.870386
1622.515856,4,1,0.0,-1499.0,33.4,35.805511,2023-09-27 20:36:49.870674
1589.557712,4,1,0.0,-1469.0,33.4,38.494958,2023-09-27 20:36:50.872404
1681.839056,4,1,0.0,-1554.0,33.4,41.31099,2023-09-27 20:36:51.872788
1430.167904,4,1,0.0,-1321.0,33.3,56.347939,2023-09-27 20:36:52.875051
487.940832,4,1,0.0,-451.0,33.4,33.887121,2023-09-27 20:36:53.876235
1598.87936,4,1,0.0,-1477.0,33.4,33.400488,2023-09-27 20:36:54.877682
1569.603968,4,1,0.0,-1450.0,33.5,32.840858,2023-09-27 20:36:55.878269
1614.452024,4,1,0.0,-1492.0,34.0,33.595434,2023-09-27 20:36:56.879462
1589.789504,4,1,0.0,-1469.0,33.4,33.318518,2023-09-27 20:36:57.879798
1502.764832,4,1,0.0,-1388.0,33.4,53.12877,2023-09-27 20:36:58.882122
451.047392,4,1,0.0,-417.0,33.4,32.821571,2023-09-27 20:36:59.883438
1563.253112,4,1,0.0,-1444.0,33.4,32.940712,2023-09-27 20:37:00.883978
1567.944288,4,1,0.0,-1449.0,33.4,33.825963,2023-09-27 20:37:01.885335
1579.115696,4,1,0.0,-1459.0,34.6,34.070409,2023-09-27 20:37:02.886198
1645.042416,4,1,0.0,-1520.0,33.3,33.312475,2023-09-27 20:37:03.886574
1512.60884,4,1,0.0,-1397.0,33.4,48.925778,2023-09-27 20:37:04.888989
502.542512,4,1,0.0,-464.0,33.6,33.144874,2023-09-27 20:37:05.889487
1571.0704,4,1,0.0,-1451.0,33.5,36.032684,2023-09-27 20:37:06.891278
1654.450368,4,1,0.0,-1528.0,33.3,33.05625,2023-09-27 20:37:07.892107
1648.853608,4,1,0.0,-1523.0,33.4,33.133827,2023-09-27 20:37:08.893121
1602.029648,4,1,0.0,-1480.0,33.4,33.700048,2023-09-27 20:37:09.892709
1448.385376,4,1,0.0,-1338.0,33.4,50.763237,2023-09-27 20:37:10.895163
438.545504,4,1,0.0,-405.0,33.4,33.141089,2023-09-27 20:37:11.896743
1584.612632,4,1,0.0,-1464.0,33.4,32.8657,2023-09-27 20:37:12.897905
1599.830336,4,1,0.0,-1478.0,33.5,33.166663,2023-09-27 20:37:13.899289
1661.109264,4,1,0.0,-1535.0,33.4,33.186255,2023-09-27 20:37:14.899850
1615.97008,4,1,0.0,-1493.0,33.4,33.121131,2023-09-27 20:37:15.899994
1453.817736,4,1,0.0,-1343.0,33.4,53.700119,2023-09-27 20:37:16.902446
457.151072,4,1,0.0,-422.0,33.5,32.966835,2023-09-27 20:37:17.903916
1561.46136,4,1,0.0,-1443.0,33.4,33.159583,2023-09-27 20:37:18.904379
1597.032016,4,1,0.0,-1475.0,33.3,37.094326,2023-09-27 20:37:19.901027
1614.985816,4,1,0.0,-1492.0,33.5,34.08762,2023-09-27 20:37:20.907101
1663.197328,4,1,0.0,-1537.0,33.4,35.32657,2023-09-27 20:37:21.907296
1482.652928,4,1,0.0,-1370.0,33.4,49.38409,2023-09-27 20:37:22.908757
453.31272,4,1,0.0,-419.0,33.4,34.355259,2023-09-27 20:37:23.910652
1567.872424,4,1,0.0,-1448.0,33.3,33.048743,2023-09-27 20:37:24.911575
1604.530848,4,1,0.0,-1482.0,33.4,33.585607,2023-09-27 20:37:25.912454
1616.813936,4,1,0.0,-1494.0,33.4,34.133275,2023-09-27 20:37:26.913802
1657.587952,4,1,0.0,-1531.0,33.7,37.18948,2023-09-27 20:37:27.911707
1462.016208,4,1,0.0,-1351.0,33.4,56.310403,2023-09-27 20:37:28.915775
426.646672,4,1,0.0,-394.0,33.6,33.162268,2023-09-27 20:37:29.916768
1582.074992,4,1,0.0,-1462.0,33.6,33.7208,2023-09-27 20:37:30.917833
1586.776416,4,1,0.0,-1466.0,33.4,34.642673,2023-09-27 20:37:31.919277
1656.908992,4,1,0.0,-1531.0,33.4,35.153352,2023-09-27 20:37:32.920681
1619.571888,4,1,0.0,-1496.0,33.4,34.155614,2023-09-27 20:37:33.920709
1469.584592,4,1,0.0,-1358.0,33.4,53.892012,2023-09-27 20:37:34.923146
447.862976,4,1,0.0,-414.0,33.4,33.422034,2023-09-27 20:37:35.924072
