Throughput,Parallelism,Concurrency,LossRate,Score,rtt,energy,Time
0.003808,2,2,0.0,-0.0,33.5,47.286317,2023-09-27 20:33:58.680469
0.00328,2,2,0.0,-0.0,33.4,34.714144,2023-09-27 20:33:59.680753
0.00232,2,4,0.0,-0.0,33.4,31.61967,2023-09-27 20:34:00.682600
0.004448,2,4,0.0,-0.0,33.4,31.512493,2023-09-27 20:34:01.683573
0.061936,2,4,0.0,-0.0,33.4,31.620525,2023-09-27 20:34:02.684124
0.063616,2,4,0.0,-0.0,33.4,31.712992,2023-09-27 20:34:03.686343
0.01432,2,4,0.0,-0.0,33.4,32.768532,2023-09-27 20:34:04.688001
2688.82064,2,4,0.0,-2295.0,33.3,36.472746,2023-09-27 20:34:05.689346
2828.209952,2,4,0.0,-2414.0,34.5,38.804405,2023-09-27 20:34:06.689536
3079.664368,2,4,0.0,-2628.0,33.4,37.205411,2023-09-27 20:34:07.688561
3115.353648,2,4,0.0,-2659.0,33.4,36.813626,2023-09-27 20:34:08.692444
3251.426336,2,4,0.0,-2775.0,33.5,36.6033,2023-09-27 20:34:09.693013
3229.648544,2,4,0.0,-2756.0,33.5,38.616356,2023-09-27 20:34:10.694736
3052.852464,2,4,0.0,-2606.0,33.3,36.604093,2023-09-27 20:34:11.696172
2854.576944,2,4,0.0,-2436.0,33.4,35.132052,2023-09-27 20:34:12.697671
2815.084888,2,4,0.0,-2403.0,33.4,35.456269,2023-09-27 20:34:13.698648
2939.33832,2,4,0.0,-2509.0,33.4,36.022551,2023-09-27 20:34:14.698497
2808.792704,2,4,0.0,-2397.0,33.4,63.274314,2023-09-27 20:34:15.699585
795.946144,2,4,0.0,-679.0,33.4,52.952745,2023-09-27 20:34:16.701805
2701.266808,2,4,0.0,-2306.0,33.4,38.321801,2023-09-27 20:34:17.702690
2889.80432,2,4,0.0,-2466.0,33.3,41.307756,2023-09-27 20:34:18.703441
3080.098368,2,4,0.0,-2629.0,33.4,37.459194,2023-09-27 20:34:19.704126
3040.257968,2,4,0.0,-2595.0,33.4,35.266694,2023-09-27 20:34:20.705954
3249.522656,2,4,0.0,-2773.0,34.0,36.2601,2023-09-27 20:34:21.706643
3312.8092,2,4,0.0,-2827.0,33.4,39.491538,2023-09-27 20:34:22.707998
2812.471584,2,4,0.0,-2400.0,33.7,35.866729,2023-09-27 20:34:23.709330
2769.805008,2,4,0.0,-2364.0,33.7,36.711454,2023-09-27 20:34:24.710330
3018.947832,2,4,0.0,-2577.0,33.5,39.569479,2023-09-27 20:34:25.711300
3165.622272,2,4,0.0,-2702.0,33.6,36.1221,2023-09-27 20:34:26.711799
2806.556832,2,4,0.0,-2395.0,34.2,63.627279,2023-09-27 20:34:27.713482
612.526104,2,4,0.0,-523.0,33.3,53.841964,2023-09-27 20:34:28.714793
2685.597328,2,4,0.0,-2292.0,33.5,35.920867,2023-09-27 20:34:29.715307
2747.737984,2,4,0.0,-2345.0,33.4,39.813253,2023-09-27 20:34:30.716192
3147.039216,2,4,0.0,-2686.0,33.3,36.618436,2023-09-27 20:34:31.718375
3112.361816,2,4,0.0,-2656.0,33.4,35.070162,2023-09-27 20:34:32.718487
3115.855584,2,4,0.0,-2659.0,33.4,39.974873,2023-09-27 20:34:33.718999
3220.474544,2,4,0.0,-2749.0,33.4,39.231895,2023-09-27 20:34:34.719867
2875.347664,2,4,0.0,-2454.0,33.5,46.034611,2023-09-27 20:34:35.721168
2875.779528,2,4,0.0,-2454.0,33.4,46.502688,2023-09-27 20:34:36.722312
2902.876704,2,4,0.0,-2478.0,33.3,43.364635,2023-09-27 20:34:37.721754
3072.867072,2,4,0.0,-2623.0,33.3,41.748306,2023-09-27 20:34:38.723990
2928.291984,2,4,0.0,-2499.0,33.3,62.539452,2023-09-27 20:34:39.725892
775.7122,2,4,0.0,-662.0,33.4,52.480029,2023-09-27 20:34:40.727383
2684.293688,2,4,0.0,-2291.0,33.4,39.041893,2023-09-27 20:34:41.728135
2816.472176,2,4,0.0,-2404.0,33.4,47.313416,2023-09-27 20:34:42.729258
3111.586208,2,4,0.0,-2656.0,33.9,43.241649,2023-09-27 20:34:43.730107
3242.682936,2,4,0.0,-2768.0,33.4,42.43257,2023-09-27 20:34:44.731360
3272.607888,2,4,0.0,-2793.0,33.4,45.093512,2023-09-27 20:34:45.732242
3206.75632,2,4,0.0,-2737.0,33.5,43.532604,2023-09-27 20:34:46.733490
3006.540512,2,4,0.0,-2566.0,33.4,40.495685,2023-09-27 20:34:47.735208
2776.827704,2,4,0.0,-2370.0,33.4,42.119094,2023-09-27 20:34:48.736756
2805.186736,2,4,0.0,-2394.0,33.5,41.122514,2023-09-27 20:34:49.737162
3053.022304,2,4,0.0,-2606.0,33.4,41.680618,2023-09-27 20:34:50.737965
2812.51904,2,4,0.0,-2400.0,33.4,64.723284,2023-09-27 20:34:51.738917
671.124392,2,4,0.0,-573.0,33.4,48.502134,2023-09-27 20:34:52.739798
0.003376,2,4,0.0,-0.0,33.5,32.221964,2023-09-27 20:34:53.741033
0.002896,2,4,0.0,-0.0,33.4,32.260599,2023-09-27 20:34:54.742294
0.001312,2,4,0.0,-0.0,33.5,32.31083,2023-09-27 20:34:55.743325
0.009592,2,4,0.0,-0.0,33.5,32.269754,2023-09-27 20:34:56.744500
0.003136,2,4,0.0,-0.0,33.4,32.128397,2023-09-27 20:34:57.745467
0.002752,2,4,0.0,-0.0,33.4,32.220987,2023-09-27 20:34:58.746487
0.003808,2,4,0.0,-0.0,33.4,32.208719,2023-09-27 20:34:59.747290
0.00328,2,4,0.0,-0.0,33.5,32.247659,2023-09-27 20:35:00.749282
0.001792,2,4,0.0,-0.0,33.5,32.289529,2023-09-27 20:35:01.749731
0.002848,2,4,0.0,-0.0,33.5,32.170755,2023-09-27 20:35:02.750696
0.002848,2,4,0.0,-0.0,33.5,32.232522,2023-09-27 20:35:03.751269
0.001792,2,4,0.0,-0.0,33.4,43.042859,2023-09-27 20:35:04.750264
0.002368,2,2,0.0,-0.0,33.5,40.05666,2023-09-27 21:07:49.961508
0.01156,2,2,0.0,-0.0,33.4,40.96712,2023-09-27 21:07:50.962488
0.004816,2,4,0.0,-0.0,33.4,31.925577,2023-09-27 21:07:51.963716
0.003872,2,4,0.0,-0.0,33.4,31.964274,2023-09-27 21:07:52.964643
0.0604,2,4,0.0,-0.0,33.4,31.900858,2023-09-27 21:07:53.965636
0.06868,2,4,0.0,-0.0,33.4,31.999003,2023-09-27 21:07:54.967510
0.0112,2,4,0.0,-0.0,33.4,31.977762,2023-09-27 21:07:55.969477
670.894008,2,4,0.0,-573.0,33.4,32.382302,2023-09-27 21:07:56.970020
690.511832,2,4,0.0,-589.0,33.4,32.589394,2023-09-27 21:07:57.972099
760.277256,2,4,0.0,-649.0,33.4,33.204933,2023-09-27 21:07:58.972580
2789.49284,2,4,0.0,-2381.0,33.5,35.913421,2023-09-27 21:07:59.973854
2916.340392,2,4,0.0,-2489.0,33.3,36.567777,2023-09-27 21:08:00.975088
3144.039456,2,4,0.0,-2683.0,33.3,35.675629,2023-09-27 21:08:01.975945
3126.933528,2,4,0.0,-2669.0,33.6,34.511386,2023-09-27 21:08:02.977398
3163.96656,2,4,0.0,-2700.0,33.4,34.041539,2023-09-27 21:08:03.978840
3082.449344,2,4,0.0,-2631.0,33.5,34.972689,2023-09-27 21:08:04.979466
2943.882144,2,4,0.0,-2513.0,33.4,34.630466,2023-09-27 21:08:05.979655
2930.24528,2,4,0.0,-2501.0,33.4,52.070362,2023-09-27 21:08:06.981088
2309.438696,2,4,0.0,-1971.0,33.4,48.230345,2023-09-27 21:08:07.982603
