Throughput,Parallelism,Concurrency,LossRate,Score,rtt,energy,Time
0.00232,1,16,0.0,-0.0,33.5,37.931116,2023-09-27 20:28:33.309073
0.00232,1,16,0.0,-0.0,33.4,31.775493,2023-09-27 20:28:34.310175
0.013984,2,1,0.0,-0.0,33.5,31.615214,2023-09-27 20:28:35.311938
0.068584,2,1,0.0,-0.0,33.4,31.579509,2023-09-27 20:28:36.312355
0.058992,2,1,0.0,-0.0,33.5,31.700175,2023-09-27 20:28:37.314154
0.00232,2,1,0.0,-0.0,33.5,31.79771,2023-09-27 20:28:38.314707
0.002272,2,1,0.0,-0.0,33.5,31.750712,2023-09-27 20:28:39.315655
0.010552,2,1,0.0,-0.0,33.5,31.863321,2023-09-27 20:28:40.317347
6.883232,2,1,0.0,-7.0,33.4,31.86613,2023-09-27 20:28:41.319325
735.210728,2,1,0.0,-707.0,33.4,32.244912,2023-09-27 20:28:42.319889
796.00236,2,1,0.0,-765.0,33.5,32.37504,2023-09-27 20:28:43.321410
817.766072,2,1,0.0,-786.0,33.5,32.282327,2023-09-27 20:28:44.322607
792.455376,2,1,0.0,-762.0,33.5,32.323586,2023-09-27 20:28:45.323979
797.700816,2,1,0.0,-767.0,33.4,32.620766,2023-09-27 20:28:46.324452
738.389136,2,1,0.0,-710.0,33.5,32.98539,2023-09-27 20:28:47.325763
670.179368,2,1,0.0,-644.0,33.9,32.324929,2023-09-27 20:28:48.327104
677.67792,2,1,0.0,-651.0,33.7,32.364663,2023-09-27 20:28:49.328049
739.3948,2,1,0.0,-711.0,33.5,33.296851,2023-09-27 20:28:50.329256
792.618208,2,1,0.0,-762.0,33.5,32.237894,2023-09-27 20:28:51.329561
649.68064,2,1,0.0,-624.0,33.4,43.78834,2023-09-27 20:28:52.330458
158.56712,2,1,0.0,-152.0,33.4,50.949393,2023-09-27 20:28:53.332481
752.637688,2,1,0.0,-723.0,33.5,32.345681,2023-09-27 20:28:54.333594
785.182696,2,1,0.0,-755.0,33.4,32.256815,2023-09-27 20:28:55.335312
819.031008,2,1,0.0,-787.0,33.4,32.293435,2023-09-27 20:28:56.336394
791.074496,2,1,0.0,-760.0,33.5,32.197122,2023-09-27 20:28:57.337128
791.600464,2,1,0.0,-761.0,33.4,32.151102,2023-09-27 20:28:58.338195
729.085616,2,1,0.0,-701.0,33.4,32.029337,2023-09-27 20:28:59.339406
681.224992,2,1,0.0,-655.0,33.4,32.110452,2023-09-27 20:29:00.340508
683.917136,2,1,0.0,-657.0,33.4,32.331155,2023-09-27 20:29:01.341833
762.309984,2,1,0.0,-733.0,33.4,32.283914,2023-09-27 20:29:02.342604
800.029568,2,1,0.0,-769.0,33.4,32.583107,2023-09-27 20:29:03.343246
611.23408,2,1,0.0,-587.0,33.6,45.858098,2023-09-27 20:29:04.343743
157.662688,2,1,0.0,-152.0,33.4,50.464654,2023-09-27 20:29:05.346319
738.822376,2,1,0.0,-710.0,33.4,32.312722,2023-09-27 20:29:06.347265
826.129704,2,1,0.0,-794.0,33.4,32.086099,2023-09-27 20:29:07.348301
802.504912,2,1,0.0,-771.0,33.4,32.992958,2023-09-27 20:29:08.349994
800.59568,2,1,0.0,-770.0,33.4,33.275549,2023-09-27 20:29:09.351255
796.487312,2,1,0.0,-766.0,33.4,32.399514,2023-09-27 20:29:10.352987
712.345312,2,1,0.0,-685.0,33.4,32.329019,2023-09-27 20:29:11.353095
673.317664,2,1,0.0,-647.0,33.5,32.492593,2023-09-27 20:29:12.354161
714.401984,2,1,0.0,-687.0,33.5,32.559975,2023-09-27 20:29:13.355754
769.453536,2,1,0.0,-740.0,33.5,32.981178,2023-09-27 20:29:14.356483
814.08784,2,1,0.0,-782.0,33.5,35.809539,2023-09-27 20:29:15.357089
595.84276,2,1,0.0,-573.0,33.5,51.68395,2023-09-27 20:29:16.358192
121.009408,2,1,0.0,-116.0,33.5,50.445367,2023-09-27 20:29:17.359976
722.76028,2,1,0.0,-695.0,33.4,33.192175,2023-09-27 20:29:18.360848
748.664968,2,1,0.0,-720.0,33.6,32.44523,2023-09-27 20:29:19.362291
773.728344,2,1,0.0,-744.0,33.5,32.295694,2023-09-27 20:29:20.363510
741.58384,2,1,0.0,-713.0,33.5,32.355996,2023-09-27 20:29:21.364495
721.676144,2,1,0.0,-694.0,33.4,32.321023,2023-09-27 20:29:22.366043
734.246832,2,1,0.0,-706.0,33.5,32.003214,2023-09-27 20:29:23.366912
768.396864,2,1,0.0,-739.0,33.5,32.05784,2023-09-27 20:29:24.368421
761.295008,2,1,0.0,-732.0,33.5,32.126261,2023-09-27 20:29:25.369518
712.482736,2,1,0.0,-685.0,33.4,32.376382,2023-09-27 20:29:26.370426
677.19288,2,1,0.0,-651.0,33.5,32.595985,2023-09-27 20:29:27.371570
725.99244,2,1,0.0,-698.0,33.4,41.156816,2023-09-27 20:29:28.371603
276.749456,2,1,0.0,-266.0,33.5,51.91869,2023-09-27 20:29:29.373923
741.189384,2,1,0.0,-712.0,33.5,33.32389,2023-09-27 20:29:30.375035
789.951624,2,1,0.0,-759.0,33.5,32.306985,2023-09-27 20:29:31.376405
791.878608,2,1,0.0,-761.0,33.4,32.329935,2023-09-27 20:29:32.377832
787.499784,2,1,0.0,-757.0,33.4,32.187661,2023-09-27 20:29:33.378905
740.5476,2,1,0.0,-712.0,33.4,32.17161,2023-09-27 20:29:34.379856
761.0984,2,1,0.0,-732.0,33.5,32.177163,2023-09-27 20:29:35.380914
734.261664,2,1,0.0,-706.0,33.5,32.63926,2023-09-27 20:29:36.382178
671.26532,2,1,0.0,-645.0,33.5,32.712136,2023-09-27 20:29:37.383289
683.517488,2,1,0.0,-657.0,33.5,33.181921,2023-09-27 20:29:38.384533
714.821248,2,1,0.0,-687.0,33.4,32.47416,2023-09-27 20:29:39.384550
691.22664,2,1,0.0,-664.0,33.4,42.239089,2023-09-27 20:29:40.385542
257.97644,2,1,0.0,-248.0,33.4,49.347408,2023-09-27 20:29:41.388076
739.48748,2,1,0.0,-711.0,33.5,32.366128,2023-09-27 20:29:42.388766
795.5462,2,1,0.0,-765.0,33.5,32.42814,2023-09-27 20:29:43.390527
768.63012,2,1,0.0,-739.0,33.4,32.276834,2023-09-27 20:29:44.391568
794.8846,2,1,0.0,-764.0,33.4,32.288979,2023-09-27 20:29:45.393382
806.905472,2,1,0.0,-776.0,33.5,32.315164,2023-09-27 20:29:46.393579
771.788528,2,1,0.0,-742.0,33.5,33.124671,2023-09-27 20:29:47.394825
675.956512,2,1,0.0,-650.0,33.5,32.186624,2023-09-27 20:29:48.395844
700.589672,2,1,0.0,-673.0,33.4,33.295081,2023-09-27 20:29:49.396817
